,Unnamed: 0,x,y,cell_id,field,size,grid,datused,farmer,year,prev_year,geometry,yld,var_yld,prev_yld,var_prev_yld,aa_n,var_aa_n,prev_aa_n,var_prev_aa_n,aspect_rad,slope,elev,tpi,prec_cy_d,prec_py_d,gdd_cy_d,gdd_py_d,prec_cy_g,prec_py_g,gdd_cy_g,gdd_py_g,ndvi_cy_s,ndvi_py_s,ndvi_2py_s,ndvi_cy_l,ndvi_py_l,ndvi_2py_l,ndre_cy,ndre_py,ndre_2py,cire_cy,cire_py,cire_2py,ssm_cy,ssm_py,susm_cy,susm_py,grtgroup,texture0cm,texture10cm,texture30cm,texture60cm,texture100cm,texture200cm,bulkdensity0cm,bulkdensity10cm,bulkdensity30cm,bulkdensity60cm,bulkdensity100cm,bulkdensity200cm,claycontent0cm,claycontent10cm,claycontent30cm,claycontent60cm,claycontent100cm,claycontent200cm,sandcontent0cm,sandcontent10cm,sandcontent30cm,sandcontent60cm,sandcontent100cm,sandcontent200cm,phw0cm,phw10cm,phw30cm,phw60cm,phw100cm,phw200cm,watercontent0cm,watercontent10cm,watercontent30cm,watercontent60cm,watercontent100cm,watercontent200cm,carboncontent0cm,carboncontent10cm,carboncontent30cm,carboncontent60cm,carboncontent100cm,carboncontent200cm,aspect_cos,aspect_sin,musym,N
46,68813,638897.5738538158,5101268.329513581,71_38,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000000DF86A57174D5BC09EA6A46A83064740,,,28.712,100.0,,,,,2.6529005,3,1275.689,0.50683594,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07357705,0.22361666,,0.22001137,0.64470315,0.6203194,-0.045021646,-0.038037278,,0.14641885,0.35473618,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.88294756,0.46947157,33,60
47,68814,638887.5738538161,5101258.329513579,70_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000006E138D81194D5BC0D42A0C8980064740,34.919,8.259605,30.5112,2.6544077,39.63346,0.22529213,,,2.6354473,2,1275.4708,0.45532227,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.061261673,0.22247575,,0.20325203,0.60815936,0.52661794,-0.03503682,-0.040665433,,0.13135985,0.35834333,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.8746198,0.48480955,33,60
48,68816,638887.5738538149,5101268.329513581,71_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000002A755275194D5BC0A157AC7B83064740,31.6978,4.657374,28.800667,2.851157,34.81425,6.635015,,,2.6703537,2,1275.832,0.4864502,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07357705,0.22361666,,0.20325203,0.60815936,0.52661794,-0.045021646,-0.038037278,,0.14641885,0.35473618,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.89100647,0.45399058,33,60
49,68883,638907.5738538163,5101298.329513581,74_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000007433D214154D5BC0B1117D318C064740,,,,,,,,,2.268928,4,1276.2804,0.47277832,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.04363517,0.20475638,,0.24636804,0.6987353,0.7109643,0.00016775708,-0.043640126,,-0.020630661,0.3322785,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.64278764,0.76604444,33,60
50,68884,638907.5738538164,5101278.329513579,72_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000007769482D154D5BC053CA3C4C86064740,39.199165,0.91156715,,,33.662296,100.0,,,2.3911011,3,1275.9263,0.5924072,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.08866545,0.20595817,,0.24636804,0.6987353,0.7109643,-0.045021646,-0.038037278,,0.14641885,0.35473618,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.73135376,0.6819983,33,60
51,68885,638907.5738538159,5101288.329513579,73_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000005E500D21154D5BC072EEDC3E89064740,38.006798,5.3559794,,,33.662296,100.0,,,2.1642082,3,1275.9606,0.54345703,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.022426471,0.21134916,,0.24636804,0.6987353,0.7109643,0.00016775708,-0.043640126,,-0.020630661,0.3322785,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.55919284,0.8290376,33,60
52,68952,638887.5738538161,5101288.32951358,73_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000002E2DDD5C194D5BC0A7AEEC6089064740,27.984333,7.7639947,34.462334,5.2874756,33.662296,100.0,,,2.7925267,3,1276.7433,0.5662842,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.100022994,0.21061644,,0.21202824,0.6512353,0.5883156,-0.055962812,-0.03643884,,0.14015152,0.3758213,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.9396926,0.3420202,33,60
53,68953,638887.5738538159,5101298.32951358,74_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000007783A250194D5BC0DDD88C538C064740,29.887333,10.993294,32.8018,1.8290385,33.662296,100.0,,,2.5830872,3,1277.1163,0.4321289,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.11176041,0.20736267,,0.21202824,0.6512353,0.5883156,-0.055962812,-0.03643884,,0.14015152,0.3758213,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.84804803,0.5299193,33,60
54,68954,638897.5738538159,5101288.32951358,73_38,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000DE3CF53E174D5BC0ADF6E44F89064740,40.5915,0.44462526,27.557001,7.156496,33.662296,100.0,,,2.4260077,3,1276.5635,0.5908203,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07923113,0.21003665,,0.24636804,0.6987353,0.7109643,-0.055962812,-0.03643884,,0.14015152,0.3758213,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.75470966,0.65605897,33,60
55,68955,638897.5738538165,5101298.32951358,74_38,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000008D59BA32174D5BC0681D85428C064740,37.804,4.8310394,33.658802,1.4566276,33.662296,100.0,,,2.3911011,3,1276.899,0.4597168,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07801084,0.21347678,,0.24636804,0.6987353,0.7109643,-0.055962812,-0.03643884,,0.14015152,0.3758213,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.73135376,0.6819983,33,60
56,68964,638877.5738538163,5101298.32951358,74_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000032B18A6E1B4D5BC0144494648C064740,44.047398,1.3886561,31.951,4.526433,33.662296,100.0,,,2.984513,4,1277.3848,0.35375977,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.04579154,0.21116437,,0.21202824,0.6512353,0.5883156,-0.019366598,-0.037777334,,0.12035316,0.36932907,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.98768836,0.15643445,33,60
57,68966,638877.5738538163,5101308.32951358,75_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000443D50621B4D5BC0EB7034578F064740,43.723167,0.9148382,30.868668,1.9998568,33.662296,100.0,,,2.8099802,5,1278.2832,0.6065674,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.08677874,0.213947,,0.21008404,0.67881113,0.6626506,-0.038110826,-0.040273864,,0.12007778,0.34402516,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.9455186,0.3255681,33,60
58,68969,638877.5738538164,5101318.329513579,76_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000086C515561B4D5BC0E49CD44992064740,45.527832,6.346514,29.1474,1.6871121,34.17981,0.08216338,,,2.7750735,4,1279.062,0.6945801,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.0743839,0.21483943,,0.21008404,0.67881113,0.6626506,-0.038110826,-0.040273864,,0.12007778,0.34402516,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.93358046,0.35836792,33,60
59,68970,638877.5738538156,5101338.329513581,78_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000097CAA03D1B4D5BC048F2142F98064740,45.8912,15.330666,27.360334,9.816476,34.29683,100.0,,,2.6354473,4,1280.3877,0.72216797,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07322707,0.22216158,,0.2132964,0.7098446,0.70170224,-0.05630414,-0.03771239,,0.2044875,0.31414267,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.8746198,0.48480955,33,60
60,68971,638907.5738538164,5101318.329513579,76_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000002CEE5BFC144D5BC09B55BD1692064740,,,,,,,,,2.2863812,4,1277.1923,0.44433594,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,-0.014279532,0.22824207,,0.21008404,0.67881113,0.6626506,-0.04389939,-0.043205027,,0.067156866,0.35615578,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.65605897,0.7547096,33,60
61,68972,638897.5738538156,5101328.32951358,77_38,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000B698090E174D5BC0718C651A95064740,34.992,1.3641312,28.6548,1.5742927,34.29683,100.0,,,2.3911011,5,1278.6553,0.52819824,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.065448366,0.21928374,,0.21008404,0.67881113,0.6626506,-0.014703339,-0.040192924,,0.085323036,0.3647436,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.73135376,0.6819983,33,60
62,68974,638907.5738538159,5101338.32951358,78_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000A299E5E3144D5BC01696FDFB97064740,,,,,,,,,2.268928,5,1278.3724,0.506958,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.004548105,0.21382411,,0.2132964,0.7098446,0.70170224,-0.018718503,-0.040343013,,0.0404989,0.40253967,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.64278764,0.76604444,33,60
63,68975,638887.573853816,5101328.329513579,77_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000006F6FF22B194D5BC05B526D2B95064740,24.558834,3.39846,34.2592,17.621851,34.29683,100.0,,,2.4260077,5,1279.1124,0.62194824,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.091075934,0.20389973,,0.21008404,0.67881113,0.6626506,-0.05630414,-0.03771239,,0.2044875,0.31414267,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.75470966,0.65605897,33,60
64,68977,638887.5738538157,5101338.32951358,78_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000074B6B71F194D5BC022790D1E98064740,29.079,4.154188,28.0975,3.0481393,34.29683,100.0,,,2.3911011,4,1279.7899,0.7163086,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.081458144,0.22376457,,0.2132964,0.7098446,0.70170224,-0.05630414,-0.03771239,,0.2044875,0.31414267,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.73135376,0.6819983,33,60
65,69184,638887.5738538157,5101308.32951358,75_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000EFD56744194D5BC039022D468F064740,28.0422,2.962687,31.672667,0.54090524,33.662296,100.0,,,2.4958208,4,1277.5961,0.3371582,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.07944268,0.21501707,,0.21008404,0.67881113,0.6626506,0.02905028,-0.03931351,,0.050307635,0.3828829,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.7986355,0.6018151,33,60
66,69185,638907.5738538164,5101308.32951358,75_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000B8129708154D5BC014341D248F064740,,,,,,,,,2.2340214,4,1276.8094,0.56518555,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.017412577,0.20614035,,0.21008404,0.67881113,0.6626506,-0.04389939,-0.043205027,,0.067156866,0.35615578,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.61566144,0.7880108,33,60
67,69186,638887.5738538164,5101318.329513579,76_37,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000097242D38194D5BC0B92ACD3892064740,28.433167,2.5071688,34.712833,2.1679842,34.07405,0.11956727,,,2.4609141,5,1278.397,0.5332031,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.078375824,0.20786516,,0.21008404,0.67881113,0.6626506,0.02905028,-0.03931351,,0.050307635,0.3828829,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.77714586,0.6293205,33,60
68,69215,638877.5738538159,5101268.32951358,71_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000017F639931B4D5BC065B8B38C83064740,45.5935,2.9229264,31.9246,1.6041263,35.582222,8.846687,,,2.86234,2,1276.0948,0.5740967,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.08406063,0.21637426,,0.20325203,0.60815936,0.52661794,-0.045949988,-0.050847456,,0.16487455,0.3713054,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.9612617,0.27563736,33,60
69,69217,638877.5738538161,5101258.329513579,70_36,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000C25A749F1B4D5BC01B88139A80064740,46.2978,1.9494046,31.529,1.1978856,39.48663,0.26821023,,,2.9670596,2,1275.6675,0.4819336,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.08205714,0.20562293,,0.20325203,0.60815936,0.52661794,-0.079742245,-0.047131147,,0.17636761,0.34606346,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.9848077,0.1736483,33,60
70,69306,638907.5738538158,5101268.329513579,71_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000C07E8339154D5BC05AA59C5983064740,37.530834,1.7325461,29.20475,1.8705595,35.582222,8.846687,,,2.565634,3,1275.5347,0.58081055,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.054862842,0.20927536,,0.22001137,0.64470315,0.6203194,-0.045021646,-0.038037278,,0.14641885,0.35473618,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.83867055,0.54463905,33,60
71,69309,638907.573853816,5101258.329513579,70_39,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000003890BE45154D5BC0867FFC6680064740,34.642834,6.1279263,28.427599,1.4312403,39.581184,0.26821023,,,2.5481808,3,1275.1344,0.5161133,96,392,196.25,2572.0,108.71268,455.57776,175.50002,2552.2305,0.0617989,0.20892495,,0.22001137,0.64470315,0.6203194,-0.03503682,-0.040665433,,0.13135985,0.35834333,,17.82885,10.761223,123.005035,71.080414,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.8290376,0.55919284,33,60
0,62991,638877.5738538161,5101388.32951358,83_36,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000007F147C001B4D5BC0A9B835ECA6064740,39.925453,39.753746,46.382835,8.979159,35.16057,1.7007986,38.25668,100.0,2.1293018,2,1281.5022,0.43725586,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.10438004,0.78138256,0.684113,0.1641791,0.8852383,0.78386414,-0.015822545,0.0048615285,-0.006465382,0.13611366,3.1862152,2.0193322,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.5299193,0.84804803,33,120
1,62992,638877.5738538165,5101398.32951358,84_36,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000003B7E41F41A4D5BC0C2DDD5DEA9064740,45.92202,16.23954,56.32614,8.838914,34.70842,0.6929336,46.5975,100.0,2.5481808,2,1281.8219,0.4954834,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.08847299,0.7972262,0.7013842,0.16652994,0.8918428,0.7925206,-0.015822545,0.0048615285,-0.006465382,0.13611366,3.1862152,2.0193322,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.8290376,0.55919284,33,120
2,62993,638907.573853816,5101408.32951358,85_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E610000089F9468E144D5BC0A45C5E9EAC064740,72.276955,66.79225,88.474556,30.195707,35.025333,1.0427672,70.74415,1.0117327,2.5481808,2,1280.6935,0.1361084,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.113490365,0.80898345,0.7121212,0.16652994,0.8918428,0.7925206,-0.023321778,0.021957101,-0.0063123344,0.15081823,3.7031057,2.454707,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,147,152,150,152,154,27,28,29,29,27,25,27,28,29,29,27,25,7.1,7.2,7.3,7.4,7.6,7.7,21,21,22,21,22,22,3,2,2,1,1,,-0.8290376,0.55919284,33,120
3,62994,638907.5738538161,5101418.329513579,86_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000D4AE0B82144D5BC09275FE90AF064740,62.420494,14.8642645,78.62678,85.61154,35.2412,1.9615695,76.8272,30.229134,2.8099802,3,1281.0839,0.06616211,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.10715798,0.8122353,0.7112998,0.16652994,0.8918428,0.7925206,-0.023321778,0.021957101,-0.0063123344,0.15081823,3.7031057,2.454707,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,147,152,150,152,154,27,28,29,29,27,25,27,28,29,29,27,25,7.1,7.2,7.3,7.4,7.6,7.7,21,21,22,21,22,22,3,2,2,1,1,,-0.9455186,0.3255681,33,120
4,63015,638897.5738538146,5101368.329513581,81_38,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E610000083B71DDD164D5BC07314E6E4A0064740,47.225605,25.246264,43.1375,6.2796483,35.07173,1.521395,33.550655,100.0,1.9722221,4,1280.6024,0.6536865,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.10626703,0.76164734,0.6828812,0.1641791,0.8852383,0.78386414,-0.008148831,0.03145117,-0.0032081525,0.15037245,3.586466,2.2563405,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.39073116,0.92050487,33,120
5,63016,638897.5738538158,5101348.32951358,79_38,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000BFAF93F5164D5BC02BD2A5FF9A064740,46.802677,8.476447,38.55733,2.9229677,35.41935,2.1082776,34.29683,100.0,2.2514746,4,1279.8914,0.6760254,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.09955555,0.74790794,0.64326376,0.17246625,0.8737089,0.74799645,-0.010389813,0.0148727,-0.0061909826,0.16046967,3.6347606,2.0489795,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.6293203,0.77714604,33,120
6,63347,638907.5738538157,5101378.32951358,82_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000C2C2F8B2144D5BC0B60C7EC6A3064740,51.702568,8.235079,,,34.924095,0.78944373,,,1.9722221,3,1279.9395,0.41296387,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.09649324,0.78809583,0.74069947,0.1641791,0.8852383,0.78386414,-0.021481298,0.00949387,-0.000879397,0.1826484,4.480744,2.6951332,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.39073116,0.92050487,33,120
7,65226,638907.5738538147,5101368.32951358,81_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E610000034FE33BF144D5BC058F0DDD3A0064740,,,,,35.222504,1.610572,,,1.9024088,4,1279.7014,0.48913574,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.1072,0.7717363,0.733842,0.1641791,0.8852383,0.78386414,-0.021481298,0.00949387,-0.000879397,0.1826484,4.480744,2.6951332,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.3255681,0.9455186,33,120
8,65227,638897.5738538147,5101358.32951358,80_38,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000008AB558E9164D5BC0BDF345F29D064740,42.570408,109.2978,39.827858,9.10116,34.881874,0.57234997,34.19023,0.07953934,2.1118484,4,1280.3042,0.6759033,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.09035621,0.7507186,0.65378153,0.17246625,0.8737089,0.74799645,-0.010389813,0.0148727,-0.0061909826,0.16046967,3.6347606,2.0489795,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.515038,0.8571673,33,120
9,65228,638907.5738538157,5101358.329513579,80_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000D4356FCB144D5BC01FD33DE19D064740,,,,,35.16494,1.5893744,,,2.0769417,4,1279.5172,0.6878662,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.10526316,0.7629668,0.71625346,0.17246625,0.8737089,0.74799645,-0.032866158,0.008370815,-0.0008123477,0.17927171,4.6027026,2.4801803,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.48480955,0.8746197,33,120
10,65229,638907.5738538164,5101348.32951358,79_39,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000A369AAD7144D5BC008B59DEE9A064740,,,,,34.584435,0.47922742,,,2.3387413,5,1279.0325,0.64990234,34,622,,2159.75,67.9,604.0,120.00003,2036.4498,0.10813875,0.7704663,0.6770591,0.17246625,0.8737089,0.74799645,-0.032866158,0.008370815,-0.0008123477,0.17927171,4.6027026,2.4801803,13.216258,15.181467,88.85557,106.30424,272,7,7,4,4,7,7,144,145,151,150,152,154,27,27,30,30,27,25,27,27,30,30,27,25,7.3,7.3,7.5,7.6,7.8,7.7,21,21,22,21,21,21,3,2,2,1,1,,-0.69465846,0.7193397,33,120
