,yl18_bu_ac,yl18_moist_pct,field,crop18,yl18_rm_code,yl16_nn_bu_ac,yl16_nn_dist_m,crop16,pro18_nn_pct,pro18_nn_dist_m,pro16_nn_pct,pro16_nn_dist_m,n18_lbs_ac,n16_lbs_ac,elev_m,slope_deg,aspect_cos,aspect_sin,tpi30,ndvi15,ndvi16,ndvi17,ndre15,ndre16,ndre17,clre15,clre16,clre17,ndvi18,prec2017ant,prec2018jul,prec2018mar,gdd2018mar,gdd2018jul,ndre18,clre18,x,y,n18_date,crop17,N
15,54.1329,10.7,henrys,hrww,0,47.64,3.42,ww,10.15,11.76,12.55,5.33,17.11,41.86,858.12,1.0,0.85,-0.53,0.53,0.02,0.62,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.47,,,,56.11,1848.89,0.29,1.29,47.8844607765202,-110.54852083454716,2018-04-06,hrww,20
16,57.9632,10.4,henrys,hrww,0,41.99,3.5,ww,10.15,7.24,12.1,7.73,17.11,41.86,858.04,0.0,0.99,-0.1,0.51,0.02,0.58,0.13,0.01,0.39,0.05,0.06,1.73,0.23,0.48,,,,56.11,1848.89,0.3,1.36,47.884501486049906,-110.54852067457037,2018-04-06,hrww,20
17,49.9032,10.7,henrys,hrww,0,46.62,3.42,ww,13.17,17.92,12.55,7.93,17.11,41.86,858.22,0.0,0.19,-0.98,0.58,0.02,0.61,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.46,,,,56.11,1848.89,0.29,1.29,47.88435928652019,-110.54852288455115,2018-04-06,hrww,20
18,49.3546,10.3,henrys,hrww,0,46.25,3.42,ww,10.15,18.56,12.55,4.33,17.11,41.86,858.12,1.0,0.85,-0.53,0.53,0.02,0.62,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.47,,,,56.11,1848.89,0.29,1.29,47.88439959984371,-110.54852215474486,2018-04-06,hrww,20
19,55.1209,10.6,henrys,hrww,0,48.03,3.4,ww,13.17,19.78,12.55,5.97,17.11,41.86,858.22,0.0,0.19,-0.98,0.58,0.02,0.61,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.46,,,,56.11,1848.89,0.29,1.29,47.88437953699055,-110.54852256462475,2018-04-06,hrww,20
20,56.4862,10.5,henrys,hrww,0,47.07,3.51,ww,10.15,16.28,12.55,3.43,17.11,41.86,858.12,1.0,0.85,-0.53,0.53,0.02,0.62,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.47,,,,56.11,1848.89,0.29,1.29,47.88442012222602,-110.54852158469755,2018-04-06,hrww,20
21,63.5371,10.3,henrys,hrww,0,49.26,3.44,ww,10.15,9.5,12.55,7.22,17.11,41.86,858.12,1.0,0.85,-0.53,0.53,0.02,0.62,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.47,,,,56.11,1848.89,0.29,1.29,47.88448112128506,-110.54852060454637,2018-04-06,hrww,20
22,53.6217,10.5,henrys,hrww,0,44.71,3.45,ww,13.17,14.53,12.85,9.87,17.11,41.86,858.22,0.0,0.19,-0.98,0.58,0.02,0.61,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.46,,,,56.11,1848.89,0.29,1.29,47.88431898366747,-110.54852300456201,2018-04-06,hrww,20
23,52.9065,10.6,henrys,hrww,0,44.03,3.5,ww,13.17,16.15,12.55,10.02,17.11,41.86,858.22,0.0,0.19,-0.98,0.58,0.02,0.61,0.13,0.01,0.41,0.05,0.06,1.94,0.22,0.46,,,,56.11,1848.89,0.29,1.29,47.8843390289026,-110.54852300454884,2018-04-06,hrww,20
24,53.8762,10.3,henrys,hrww,0,44.57,3.42,ww,13.17,13.07,12.85,8.49,17.11,41.86,858.22,0.0,0.19,-0.98,0.54,0.02,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.88429883366751,-110.54852277456281,2018-04-06,hrww,20
25,60.2146,10.5,henrys,hrww,0,42.28,3.48,ww,11.62,10.8,12.85,7.22,17.11,41.86,858.22,0.0,0.19,-0.98,0.54,0.02,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.88425906128506,-110.54852260455509,2018-04-06,hrww,20
26,56.8631,10.6,henrys,hrww,0,42.44,3.42,ww,13.17,11.88,12.85,7.57,17.11,41.86,858.22,0.0,0.19,-0.98,0.54,0.02,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.884279006049944,-110.54852271457911,2018-04-06,hrww,20
27,55.6847,10.4,henrys,hrww,0,40.49,3.52,ww,11.62,8.56,12.85,7.55,17.11,41.86,858.22,0.0,0.19,-0.98,0.54,0.02,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.8842388841378,-110.54852268456519,2018-04-06,hrww,20
28,60.6314,10.1,henrys,hrww,0,42.56,3.46,ww,11.62,6.31,11.65,5.69,17.11,41.86,858.22,0.0,0.19,-0.98,0.54,0.02,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.884218651755305,-110.54852288458149,2018-04-06,hrww,20
29,60.6883,10.5,henrys,hrww,0,38.97,3.21,ww,13.91,12.08,12.1,6.55,17.11,41.86,858.16,1.0,0.87,-0.5,0.55,0.02,0.61,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.5,,,,56.11,1848.89,0.32,1.31,47.88447400366752,-110.54838258545496,2018-04-06,hrww,20
30,62.0748,10.9,henrys,hrww,0,34.16,3.16,ww,13.91,13.19,12.1,4.73,17.11,41.86,858.05,1.0,0.93,-0.37,0.51,0.02,0.57,0.13,0.02,0.35,0.05,0.06,1.49,0.2,0.52,,,,56.11,1848.89,0.33,1.47,47.884493896520176,-110.54838237546507,2018-04-06,hrww,20
31,56.8654,10.7,henrys,hrww,0,36.26,3.26,ww,13.91,11.29,11.78,7.95,17.11,41.86,858.16,1.0,0.87,-0.5,0.55,0.02,0.61,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.5,,,,56.11,1848.89,0.32,1.31,47.88445417319697,-110.54838285535499,2018-04-06,hrww,20
32,55.4312,10.7,henrys,hrww,0,24.72,3.17,ww,10.79,0.93,9.34,5.29,17.35,0.0,858.1,0.0,0.84,-0.54,0.45,0.01,0.62,0.12,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88421849796154,-110.54866990525892,2018-04-06,hrww,20
33,62.401,10.8,henrys,hrww,0,44.74,3.21,ww,13.17,11.55,12.85,8.79,17.11,41.86,858.25,0.0,0.82,-0.57,0.58,0.02,0.63,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.48,,,,56.11,1848.89,0.32,1.31,47.88433253128509,-110.54838389545873,2018-04-06,hrww,20
34,63.8823,10.5,henrys,hrww,0,40.05,3.06,ww,13.91,11.5,11.78,8.8,17.11,41.86,858.25,0.0,0.82,-0.57,0.58,0.02,0.63,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.48,,,,56.11,1848.89,0.32,1.31,47.884393350814705,-110.5483838253867,2018-04-06,hrww,20
35,64.4542,10.6,henrys,hrww,0,40.96,3.08,ww,13.91,12.38,11.78,10.08,17.11,41.86,858.25,0.0,0.82,-0.57,0.58,0.02,0.63,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.48,,,,56.11,1848.89,0.32,1.31,47.88437354128504,-110.54838397546033,2018-04-06,hrww,20
36,69.0526,10.8,henrys,hrww,0,42.82,3.16,ww,13.91,10.91,11.78,7.61,17.11,41.86,858.16,1.0,0.87,-0.5,0.55,0.02,0.61,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.5,,,,56.11,1848.89,0.32,1.31,47.88443413796148,-110.5483831952674,2018-04-06,hrww,20
37,59.133,10.8,henrys,hrww,0,50.53,3.17,ww,13.91,13.62,12.85,10.91,17.11,41.86,858.25,0.0,0.82,-0.57,0.58,0.02,0.63,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.48,,,,56.11,1848.89,0.32,1.31,47.88435266890261,-110.54838391546261,2018-04-06,hrww,20
38,66.0492,10.4,henrys,hrww,0,52.69,3.17,ww,13.17,9.31,12.85,6.75,17.11,41.86,858.25,0.0,0.82,-0.57,0.58,0.02,0.63,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.48,,,,56.11,1848.89,0.32,1.31,47.884312398432336,-110.54838386541142,2018-04-06,hrww,20
39,60.9598,10.8,henrys,hrww,0,43.92,3.08,ww,13.91,10.99,11.78,7.92,17.11,41.86,858.16,1.0,0.87,-0.5,0.55,0.02,0.61,0.13,0.01,0.41,0.06,0.06,1.9,0.22,0.5,,,,56.11,1848.89,0.32,1.31,47.88441346034367,-110.54838360521387,2018-04-06,hrww,20
40,65.4973,10.6,henrys,hrww,0,50.22,3.15,ww,13.17,7.07,12.85,4.88,17.11,41.86,858.25,0.0,0.82,-0.57,0.54,0.01,0.63,0.13,0.01,0.42,0.05,0.06,1.99,0.22,0.48,,,,56.11,1848.89,0.31,1.28,47.88429223366745,-110.54838393544783,2018-04-06,hrww,20
41,70.8786,10.9,henrys,hrww,0,45.53,3.15,ww,13.17,2.67,12.85,3.19,17.11,41.86,858.25,0.0,0.82,-0.57,0.54,0.01,0.63,0.13,0.01,0.42,0.05,0.06,1.99,0.22,0.48,,,,56.11,1848.89,0.31,1.28,47.884252598432354,-110.54838435540907,2018-04-06,hrww,20
42,64.2298,10.7,henrys,hrww,0,47.52,3.14,ww,13.17,4.88,12.85,3.5,17.11,41.86,858.25,0.0,0.82,-0.57,0.54,0.01,0.63,0.13,0.01,0.42,0.05,0.06,1.99,0.22,0.48,,,,56.11,1848.89,0.31,1.28,47.88427246843231,-110.54838403540985,2018-04-06,hrww,20
43,64.1628,10.5,henrys,hrww,0,44.56,3.21,ww,13.17,0.45,12.85,4.26,17.11,41.86,858.25,0.0,0.82,-0.57,0.54,0.01,0.63,0.13,0.01,0.42,0.05,0.06,1.99,0.22,0.48,,,,56.11,1848.89,0.31,1.28,47.88423246319697,-110.54838450534628,2018-04-06,hrww,20
44,61.1796,10.6,henrys,hrww,0,44.23,3.51,ww,10.85,7.56,11.68,7.31,20.6,0.0,858.64,0.0,0.98,0.21,0.59,0.0,0.61,0.13,0.01,0.39,0.05,0.04,1.8,0.23,0.48,,,,56.11,1848.89,0.31,1.47,47.883713738902664,-110.54852697457339,2018-04-06,hrww,20
45,56.6571,10.5,henrys,hrww,0,39.82,3.53,ww,10.85,3.64,10.78,8.26,20.6,0.0,858.48,1.0,1.0,0.09,0.52,0.0,0.62,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88381447175532,-110.54852627459735,2018-04-06,hrww,20
46,71.1285,10.2,henrys,hrww,0,42.01,3.46,ww,10.85,3.08,11.68,9.17,20.6,0.0,858.64,0.0,0.98,0.21,0.59,0.0,0.61,0.13,0.01,0.39,0.05,0.04,1.8,0.23,0.48,,,,56.11,1848.89,0.31,1.47,47.88375406081468,-110.54852691464934,2018-04-06,hrww,20
47,61.9222,10.5,henrys,hrww,0,43.37,3.44,ww,10.85,9.84,11.68,7.3,20.6,0.0,858.64,0.0,0.98,0.21,0.59,0.0,0.61,0.13,0.01,0.39,0.05,0.04,1.8,0.23,0.48,,,,56.11,1848.89,0.31,1.47,47.88369321699057,-110.5485271346517,2018-04-06,hrww,20
48,58.383,10.4,henrys,hrww,0,42.95,3.46,ww,10.85,0.87,11.68,10.69,20.6,0.0,858.48,1.0,1.0,0.09,0.52,0.0,0.62,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88377406128508,-110.54852682457417,2018-04-06,hrww,20
49,59.1596,10.6,henrys,hrww,0,37.01,3.52,ww,10.85,5.32,11.68,7.98,20.6,0.0,858.64,0.0,0.98,0.21,0.59,0.0,0.61,0.13,0.01,0.39,0.05,0.04,1.8,0.23,0.48,,,,56.11,1848.89,0.31,1.47,47.883733888432324,-110.54852690462221,2018-04-06,hrww,20
50,62.3295,10.5,henrys,hrww,0,37.98,3.49,ww,10.85,1.41,10.78,10.34,20.6,0.0,858.48,1.0,1.0,0.09,0.52,0.0,0.62,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88379431413778,-110.54852670458264,2018-04-06,hrww,20
51,54.8731,10.6,henrys,hrww,0,39.79,3.47,ww,11.62,1.81,11.65,3.42,17.11,42.24,858.15,0.0,-0.24,-0.97,0.43,0.01,0.61,0.12,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88417810175538,-110.54852360458307,2018-04-06,hrww,20
52,61.8595,10.5,henrys,hrww,0,43.3,3.51,ww,11.62,0.49,11.65,4.08,17.11,42.24,858.15,0.0,-0.24,-0.97,0.43,0.01,0.61,0.12,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88415778652016,-110.54852395455909,2018-04-06,hrww,20
53,57.8961,10.5,henrys,hrww,0,38.64,3.44,ww,11.62,4.04,11.65,4.11,17.11,42.24,858.15,0.0,-0.24,-0.97,0.43,0.01,0.61,0.12,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88419824699057,-110.54852325463187,2018-04-06,hrww,20
54,57.7672,10.9,henrys,hrww,0,31.06,3.26,ww,11.62,19.27,11.87,14.36,21.87,16.56,858.3,1.0,0.98,0.19,0.48,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.88401844796148,-110.54867061525105,2018-04-06,hrww,20
55,59.1009,10.8,henrys,hrww,0,23.22,3.12,ww,10.79,3.13,9.34,3.73,18.19,0.0,858.14,0.0,1.0,0.02,0.44,0.0,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.8841986279615,-110.54867043525813,2018-04-06,hrww,20
56,55.7006,10.4,henrys,hrww,0,24.2,3.09,ww,10.79,5.41,9.34,3.1,18.19,0.0,858.14,0.0,1.0,0.02,0.44,0.0,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88417812034369,-110.54867076520463,2018-04-06,hrww,20
57,54.2783,10.7,henrys,hrww,0,26.84,3.19,ww,11.62,11.88,9.34,7.53,18.19,0.0,858.2,0.0,0.99,-0.1,0.44,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88411835890264,-110.54867102545339,2018-04-06,hrww,20
58,61.411,10.5,henrys,hrww,0,26.16,3.18,ww,10.79,9.83,9.34,5.58,18.19,0.0,858.14,0.0,1.0,0.02,0.44,0.0,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.884138373667476,-110.54867098544177,2018-04-06,hrww,20
59,54.2649,10.4,henrys,hrww,0,26.0,3.1,ww,10.79,7.53,9.34,3.87,18.19,0.0,858.14,0.0,1.0,0.02,0.44,0.0,0.61,0.13,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.884159038432344,-110.54867109540538,2018-04-06,hrww,20
60,58.9814,10.5,henrys,hrww,0,28.61,3.12,ww,11.62,15.77,11.87,13.83,18.19,16.56,858.2,0.0,0.99,-0.1,0.44,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88405859366748,-110.54867055543865,2018-04-06,hrww,20
61,57.165,10.7,henrys,hrww,0,28.1,3.17,ww,11.62,17.48,11.87,13.92,18.19,16.56,858.2,0.0,0.99,-0.1,0.44,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88403836843233,-110.54867055540065,2018-04-06,hrww,20
62,55.9117,10.2,henrys,hrww,0,31.72,3.1,ww,11.62,14.24,9.34,11.72,18.19,16.56,858.2,0.0,0.99,-0.1,0.44,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.884078571285016,-110.54867067544873,2018-04-06,hrww,20
63,57.0662,10.7,henrys,hrww,0,26.82,3.13,ww,11.62,12.93,9.34,9.59,18.19,16.56,858.2,0.0,0.99,-0.1,0.44,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88409849128504,-110.54867089544952,2018-04-06,hrww,20
64,52.1127,10.3,henrys,hrww,0,42.08,3.43,ww,11.62,2.71,11.65,5.64,17.11,42.24,858.15,0.0,-0.24,-0.97,0.43,0.01,0.61,0.12,0.02,0.39,0.06,0.06,1.79,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.884137603667476,-110.54852399456918,2018-04-06,hrww,20
65,52.2562,10.6,henrys,hrww,0,44.2,3.46,ww,11.62,7.27,11.65,9.69,5.98,42.24,858.19,0.0,0.96,-0.28,0.43,0.01,0.6,0.12,0.02,0.38,0.05,0.05,1.7,0.23,0.45,,,,56.11,1848.89,0.28,1.26,47.884096545579254,-110.54852385471027,2018-04-06,hrww,20
66,50.5133,10.1,henrys,hrww,0,45.85,3.41,ww,11.62,4.96,11.65,7.56,5.98,42.24,858.19,0.0,0.96,-0.28,0.43,0.01,0.6,0.12,0.02,0.38,0.05,0.05,1.7,0.23,0.45,,,,56.11,1848.89,0.28,1.26,47.88411736081463,-110.54852405463505,2018-04-06,hrww,20
67,52.7323,10.5,henrys,hrww,0,41.73,3.5,ww,11.62,11.72,12.17,12.8,5.98,42.24,858.19,0.0,0.96,-0.28,0.43,0.01,0.6,0.12,0.02,0.38,0.05,0.05,1.7,0.23,0.45,,,,56.11,1848.89,0.28,1.26,47.884056506049916,-110.54852368458783,2018-04-06,hrww,20
68,55.6716,10.5,henrys,hrww,0,46.05,3.55,ww,11.62,9.46,11.65,11.77,5.98,42.24,858.19,0.0,0.96,-0.28,0.43,0.01,0.6,0.12,0.02,0.38,0.05,0.05,1.7,0.23,0.45,,,,56.11,1848.89,0.28,1.26,47.88407688081471,-110.54852365463664,2018-04-06,hrww,20
69,55.841,10.5,henrys,hrww,0,40.82,3.46,ww,11.66,17.66,12.17,7.29,5.98,42.78,858.27,0.0,0.74,0.67,0.45,0.0,0.6,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88395541366746,-110.54852525457632,2018-04-06,hrww,20
70,59.8379,10.5,henrys,hrww,0,40.86,3.52,ww,11.66,19.51,12.17,7.43,5.98,42.78,858.27,0.0,0.74,0.67,0.45,0.0,0.6,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88397557175536,-110.54852503459102,2018-04-06,hrww,20
71,56.5316,10.2,henrys,hrww,0,41.01,3.46,ww,11.62,13.95,12.17,11.03,5.98,42.78,858.19,0.0,0.96,-0.28,0.43,0.01,0.6,0.12,0.02,0.38,0.05,0.05,1.7,0.23,0.45,,,,56.11,1848.89,0.28,1.26,47.884036426520154,-110.54852384456382,2018-04-06,hrww,20
72,51.2259,10.2,henrys,hrww,0,40.88,3.46,ww,11.66,15.86,10.78,6.77,5.98,42.78,858.3,1.0,0.95,0.31,0.42,0.0,0.61,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88393464843233,-110.54852538461434,2018-04-06,hrww,20
73,56.5036,10.2,henrys,hrww,0,44.31,3.47,ww,11.62,16.21,12.17,9.44,5.98,42.78,858.27,0.0,0.74,0.67,0.45,0.0,0.6,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.884016059372975,-110.54852414461114,2018-04-06,hrww,20
74,55.3064,10.6,henrys,hrww,0,41.98,3.52,ww,11.62,18.46,12.17,8.19,5.98,42.78,858.27,0.0,0.74,0.67,0.45,0.0,0.6,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.46,,,,56.11,1848.89,0.28,1.26,47.88399582937295,-110.54852457461192,2018-04-06,hrww,20
75,54.6732,10.1,henrys,hrww,0,39.56,3.46,ww,10.85,5.85,10.78,6.33,20.6,0.0,858.48,1.0,1.0,0.09,0.52,0.0,0.62,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88383433175536,-110.54852591459657,2018-04-06,hrww,20
76,59.4491,10.4,henrys,hrww,0,40.52,3.44,ww,10.85,8.1,10.78,4.61,20.6,0.0,858.48,1.0,1.0,0.09,0.52,0.0,0.62,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.8838545560499,-110.54852573459577,2018-04-06,hrww,20
77,54.2721,10.4,henrys,hrww,0,42.55,3.5,ww,11.66,14.26,10.78,4.97,20.6,42.78,858.3,1.0,0.95,0.31,0.42,0.0,0.61,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.8839145284323,-110.54852558461512,2018-04-06,hrww,20
78,54.6498,10.6,henrys,hrww,0,41.99,3.47,ww,10.85,10.32,10.78,3.55,20.6,42.78,858.3,1.0,0.95,0.31,0.42,0.0,0.61,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88387458081466,-110.54852556464459,2018-04-06,hrww,20
79,55.7568,10.7,henrys,hrww,0,37.36,3.55,ww,10.85,12.58,10.78,3.72,20.6,42.78,858.3,1.0,0.95,0.31,0.42,0.0,0.61,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88389485081467,-110.5485255346438,2018-04-06,hrww,20
80,57.8385,10.4,henrys,hrww,0,28.9,3.25,ww,11.62,21.12,10.78,14.94,21.87,16.56,858.3,1.0,0.98,0.19,0.48,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.8839988998717,-110.5486709949248,2018-04-06,hrww,20
81,55.1123,10.7,henrys,hrww,0,28.73,3.14,ww,11.72,16.57,10.78,9.82,21.87,17.69,858.39,1.0,0.85,0.53,0.49,0.0,0.62,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.883938980343665,-110.54867235519524,2018-04-06,hrww,20
82,58.5883,10.4,henrys,hrww,0,30.07,3.18,ww,11.72,20.98,10.78,13.06,21.87,16.56,858.3,1.0,0.98,0.19,0.48,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.88397865987167,-110.548671494924,2018-04-06,hrww,20
83,57.8305,10.1,henrys,hrww,0,28.71,3.26,ww,11.72,12.06,10.78,7.74,21.87,17.69,858.39,1.0,0.85,0.53,0.49,0.0,0.62,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88389839128505,-110.54867232544166,2018-04-06,hrww,20
84,66.9037,10.5,henrys,hrww,0,29.66,3.22,ww,11.72,9.82,10.78,7.53,21.87,17.69,858.39,1.0,0.85,0.53,0.49,0.0,0.62,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.883878273667534,-110.54867208543156,2018-04-06,hrww,20
85,61.6617,10.6,henrys,hrww,0,26.25,3.21,ww,11.72,14.29,10.78,8.55,21.87,17.69,858.39,1.0,0.85,0.53,0.49,0.0,0.62,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.883918533196976,-110.54867242533393,2018-04-06,hrww,20
86,55.7397,10.6,henrys,hrww,0,27.26,3.14,ww,11.72,18.78,10.78,11.35,21.87,16.56,858.3,1.0,0.98,0.19,0.48,0.01,0.61,0.13,0.02,0.38,0.05,0.05,1.7,0.23,0.47,,,,56.11,1848.89,0.28,1.26,47.883958932253485,-110.54867193483955,2018-04-06,hrww,20
87,69.1452,10.5,henrys,hrww,0,27.57,3.17,ww,11.72,7.68,11.58,6.2,42.46,17.69,858.39,1.0,0.85,0.53,0.49,0.0,0.62,0.13,0.01,0.39,0.05,0.05,1.8,0.24,0.47,,,,56.11,1848.89,0.28,1.27,47.88385903081463,-110.5486720553657,2018-04-06,hrww,20
88,55.8385,10.6,henrys,hrww,0,28.12,3.14,ww,11.72,5.41,11.58,4.39,42.46,17.69,858.51,0.0,0.95,0.31,0.52,0.0,0.63,0.12,0.01,0.39,0.05,0.05,1.8,0.24,0.48,,,,56.11,1848.89,0.28,1.27,47.88383855796154,-110.54867224524398,2018-04-06,hrww,20
89,58.9821,10.7,henrys,hrww,0,43.02,3.24,ww,11.66,8.47,11.68,6.2,20.6,0.0,858.59,1.0,0.69,0.72,0.57,0.01,0.64,0.13,0.01,0.4,0.05,0.05,1.8,0.22,0.5,,,,56.11,1848.89,0.32,1.48,47.88375076604988,-110.54838804541104,2018-04-06,hrww,20
90,68.5191,10.7,henrys,hrww,0,41.63,3.16,ww,11.66,10.74,11.68,4.39,20.6,0.0,858.59,1.0,0.69,0.72,0.57,0.01,0.64,0.13,0.01,0.4,0.05,0.05,1.8,0.22,0.5,,,,56.11,1848.89,0.32,1.48,47.88373035081469,-110.54838829536064,2018-04-06,hrww,20
91,63.2638,10.5,henrys,hrww,0,39.69,3.09,ww,11.66,1.79,11.78,9.93,20.6,0.0,858.46,1.0,0.95,0.33,0.51,0.0,0.62,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.49,,,,56.11,1848.89,0.3,1.37,47.883810898432294,-110.54838822539172,2018-04-06,hrww,20
92,53.8879,10.7,henrys,hrww,0,38.08,3.11,ww,11.66,0.48,11.78,8.64,20.6,0.0,858.46,1.0,0.95,0.33,0.51,0.0,0.62,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.49,,,,56.11,1848.89,0.3,1.37,47.883831033667484,-110.54838818542969,2018-04-06,hrww,20
93,62.8741,10.7,henrys,hrww,0,42.68,3.18,ww,11.66,2.75,11.78,7.79,20.6,0.0,858.46,1.0,0.95,0.33,0.51,0.0,0.62,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.49,,,,56.11,1848.89,0.3,1.37,47.883851678432286,-110.54838810539333,2018-04-06,hrww,20
94,62.8514,10.5,henrys,hrww,0,38.16,3.16,ww,11.66,6.2,11.68,8.23,20.6,0.0,858.46,1.0,0.95,0.33,0.51,0.0,0.62,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.49,,,,56.11,1848.89,0.3,1.37,47.88377117366755,-110.54838806542735,2018-04-06,hrww,20
95,59.4722,10.2,henrys,hrww,0,40.42,3.11,ww,11.66,3.97,11.68,10.32,20.6,0.0,858.46,1.0,0.95,0.33,0.51,0.0,0.62,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.49,,,,56.11,1848.89,0.3,1.37,47.88379127604992,-110.54838816541265,2018-04-06,hrww,20
96,56.983,10.5,henrys,hrww,0,41.33,3.24,ww,11.66,4.96,11.78,7.53,20.6,42.78,858.29,1.0,1.0,0.02,0.41,0.0,0.61,0.12,0.02,0.41,0.05,0.06,1.87,0.23,0.47,,,,56.11,1848.89,0.3,1.37,47.88387158081462,-110.5483877953662,2018-04-06,hrww,20
